views,add_to_cart,searches,clicks,discount_percent,recency_days,redeemed
21.0,0.0,0.0,26.0,5.0,14.0,0
6.0,0.0,0.0,6.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,15.0,0
4.0,0.0,0.0,4.0,23.0,14.0,0
7.0,0.0,0.0,7.0,23.0,14.0,0
3.0,0.0,0.0,3.0,5.0,15.0,0
71.0,0.0,0.0,71.0,32.0,14.0,0
25.0,1.8449607145000002,0.0,30.0,32.0,14.0,1
0.0,0.0,0.0,1.0,5.0,14.0,0
22.0,0.0,0.0,22.0,5.0,14.0,0
43.0,0.0,0.0,43.0,5.0,14.0,0
31.0,0.0,0.0,36.0,5.0,14.0,0
52.0,0.0,0.0,56.0,50.0,15.0,0
12.0,0.0,0.0,12.0,41.0,14.0,0
57.0,2.95622339,1.0,63.0,5.0,14.0,0
14.0,0.0,0.0,15.0,5.0,15.0,0
5.0,0.0,2.0,8.0,41.0,14.0,0
4.0,0.0,0.0,4.0,32.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
29.0,0.0,1.0,36.0,14.0,14.0,0
4.0,0.0,0.0,4.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
35.0,0.0,0.0,40.0,23.0,14.0,0
46.0,0.13453962854999998,2.0,52.0,5.0,15.0,0
32.0,0.15555235295,0.0,33.0,32.0,14.0,1
15.0,1.1369,0.0,17.0,5.0,14.0,1
19.0,0.0,0.0,19.0,5.0,14.0,0
85.0,0.0,0.0,88.0,5.0,14.0,0
66.0,0.6998541665,0.0,75.0,5.0,14.0,1
61.0,0.0,1.0,69.0,5.0,14.0,0
1.0,0.0,0.0,1.0,50.0,15.0,0
36.0,0.0,0.0,38.0,50.0,15.0,0
21.0,0.0,0.0,27.0,5.0,15.0,0
113.0,0.41767540179999996,0.0,119.0,14.0,14.0,0
2.0,0.0,3.0,9.0,5.0,14.0,0
705.0,0.0381914478,24.0,746.0,5.0,15.0,0
134.0,0.0,0.0,137.0,5.0,14.0,0
57.0,0.0,0.0,57.0,41.0,14.0,0
2.0,0.0,0.0,2.0,5.0,15.0,0
4.0,0.0,0.0,4.0,41.0,14.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
4.0,0.0,2.0,8.0,32.0,14.0,0
56.0,0.7420269005,1.0,59.0,5.0,14.0,0
8.0,0.0,0.0,8.0,23.0,14.0,0
128.0,0.0,0.0,137.0,41.0,14.0,0
6.0,0.0,1.0,9.0,23.0,14.0,0
2.0,0.0,0.0,2.0,14.0,14.0,0
4.0,0.0,0.0,4.0,23.0,14.0,0
2.0,0.0,0.0,2.0,23.0,14.0,0
56.0,0.6909263635,0.0,57.0,5.0,14.0,1
7.0,0.0,0.0,7.0,5.0,14.0,0
27.0,0.0,0.0,27.0,5.0,14.0,0
29.0,0.0,0.0,29.0,32.0,14.0,0
4.0,0.0,0.0,4.0,32.0,14.0,0
12.0,0.0,0.0,12.0,5.0,15.0,0
42.0,0.0,0.0,45.0,5.0,14.0,0
16.0,0.0,0.0,18.0,5.0,15.0,0
34.0,1.3225411185,0.0,41.0,5.0,14.0,1
1.0,0.0,0.0,1.0,23.0,14.0,0
19.0,0.0,0.0,19.0,32.0,14.0,0
9.0,0.0,0.0,9.0,41.0,14.0,0
15.0,0.0,7.0,29.0,5.0,14.0,0
7.0,0.0,0.0,7.0,50.0,15.0,0
122.0,0.0,0.0,122.0,50.0,15.0,0
27.0,0.0,0.0,27.0,5.0,15.0,0
72.0,0.0,0.0,81.0,5.0,14.0,0
26.0,0.0,0.0,28.0,5.0,15.0,0
21.0,0.0,2.0,23.0,5.0,15.0,0
17.0,0.0,0.0,26.0,5.0,14.0,0
23.0,0.0,2.0,28.0,23.0,14.0,0
19.0,0.0,0.0,23.0,5.0,14.0,0
22.0,1.1229107145000001,2.0,31.0,5.0,14.0,1
24.0,0.0,1.0,26.0,5.0,14.0,0
35.0,1.9575,0.0,40.0,5.0,15.0,1
14.0,1.1694,0.0,14.0,5.0,15.0,1
49.0,0.0,0.0,50.0,14.0,14.0,0
79.0,0.0,3.0,83.0,5.0,15.0,0
19.0,0.0,0.0,28.0,5.0,14.0,0
62.0,0.0,2.0,67.0,5.0,15.0,0
22.0,0.0,0.0,23.0,32.0,14.0,0
8.0,0.0,0.0,10.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
10.0,0.0,0.0,11.0,5.0,14.0,0
4.0,0.0,0.0,4.0,5.0,14.0,0
20.0,0.0,0.0,20.0,50.0,15.0,0
26.0,0.7194,3.0,35.0,5.0,14.0,0
9.0,0.0,0.0,9.0,50.0,15.0,0
36.0,0.5436064285,0.0,38.0,5.0,14.0,1
47.0,0.18318085104999998,0.0,47.0,41.0,14.0,1
39.0,0.0,4.0,48.0,5.0,14.0,0
19.0,1.0659,1.0,28.0,5.0,15.0,1
2.0,0.0,0.0,2.0,5.0,14.0,0
4.0,0.0,0.0,4.0,5.0,14.0,0
12.0,0.55965,0.0,12.0,5.0,14.0,0
3.0,0.0,0.0,3.0,41.0,14.0,0
32.0,0.31904313725,2.0,34.0,5.0,14.0,0
33.0,0.0,0.0,37.0,5.0,14.0,0
22.0,1.4951410715,4.0,29.0,14.0,14.0,1
17.0,0.0,0.0,20.0,5.0,14.0,0
97.0,0.14520885885,8.0,120.0,5.0,14.0,0
12.0,0.0,0.0,16.0,5.0,14.0,0
19.0,0.0,0.0,20.0,5.0,14.0,0
45.0,0.39402391305,1.0,46.0,5.0,15.0,0
12.0,0.0,1.0,13.0,5.0,14.0,0
34.0,0.0,3.0,41.0,5.0,15.0,0
35.0,0.0,1.0,36.0,5.0,14.0,0
11.0,0.0,0.0,11.0,5.0,14.0,0
8.0,0.0,0.0,11.0,5.0,14.0,0
11.0,1.971,0.0,13.0,5.0,14.0,0
7.0,0.0,0.0,7.0,14.0,14.0,0
8.0,0.0,0.0,8.0,5.0,14.0,0
8.0,0.0,0.0,8.0,41.0,14.0,0
8.0,0.0,0.0,8.0,23.0,14.0,0
16.0,0.0,0.0,16.0,32.0,14.0,0
5.0,0.0,0.0,5.0,5.0,14.0,0
37.0,2.0435555555000002,0.0,37.0,5.0,14.0,1
2.0,0.0,0.0,2.0,5.0,14.0,0
7.0,0.0,0.0,12.0,5.0,14.0,0
10.0,0.0,1.0,11.0,5.0,15.0,0
65.0,0.08401594205,1.0,76.0,41.0,14.0,0
18.0,0.0,0.0,19.0,5.0,15.0,0
92.0,0.0,1.0,99.0,32.0,14.0,0
6.0,0.0,0.0,6.0,41.0,14.0,0
6.0,0.0,0.0,8.0,32.0,14.0,0
15.0,1.587882353,2.0,19.0,5.0,14.0,1
22.0,0.0,2.0,25.0,5.0,15.0,0
30.0,3.1433,0.0,33.0,5.0,14.0,0
42.0,0.0,0.0,42.0,5.0,15.0,0
45.0,0.0,0.0,47.0,5.0,15.0,0
25.0,0.0,0.0,25.0,23.0,14.0,0
44.0,0.9606094694999999,0.0,46.0,5.0,14.0,1
29.0,0.0,0.0,34.0,5.0,14.0,0
18.0,0.0,3.0,21.0,5.0,14.0,0
61.0,0.0,4.0,72.0,5.0,14.0,0
29.0,0.0,0.0,30.0,41.0,14.0,0
88.0,0.0,0.0,88.0,14.0,14.0,0
1.0,0.0,0.0,1.0,32.0,14.0,0
26.0,0.0,0.0,26.0,5.0,14.0,0
3.0,0.0,0.0,3.0,5.0,14.0,0
7.0,0.0,0.0,7.0,5.0,15.0,0
4.0,0.0,0.0,5.0,14.0,14.0,0
39.0,0.0,0.0,39.0,23.0,14.0,0
9.0,1.8759272724999998,1.0,12.0,5.0,14.0,1
99.0,0.36503284315,3.0,103.0,5.0,15.0,0
21.0,0.0,0.0,22.0,5.0,15.0,0
22.0,0.0,4.0,35.0,5.0,15.0,0
2.0,0.0,0.0,2.0,41.0,14.0,0
5.0,0.0,0.0,5.0,5.0,15.0,0
19.0,0.96577,1.0,21.0,5.0,14.0,0
18.0,0.0,1.0,23.0,5.0,14.0,0
20.0,0.0,0.0,20.0,32.0,14.0,0
13.0,0.0,0.0,13.0,5.0,14.0,0
1.0,0.0,0.0,1.0,14.0,14.0,0
1.0,0.0,0.0,1.0,5.0,15.0,0
11.0,0.0,1.0,18.0,5.0,15.0,0
2.0,0.0,0.0,2.0,14.0,14.0,0
26.0,0.0,0.0,27.0,5.0,14.0,0
119.0,0.05820376940000001,0.0,126.0,41.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
23.0,0.8686956520000001,0.0,26.0,5.0,15.0,1
18.0,0.0,0.0,18.0,5.0,14.0,0
3.0,0.0,0.0,3.0,14.0,14.0,0
10.0,2.4694,0.0,11.0,5.0,15.0,1
26.0,0.0,0.0,32.0,5.0,15.0,0
2.0,0.0,0.0,2.0,14.0,14.0,0
13.0,0.0,0.0,13.0,5.0,14.0,0
22.0,0.0,0.0,22.0,23.0,14.0,0
23.0,0.0,0.0,23.0,5.0,15.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
21.0,3.442852174,0.0,24.0,5.0,14.0,1
52.0,0.0,0.0,52.0,23.0,14.0,0
42.0,5.657560975,0.0,47.0,5.0,15.0,1
4.0,0.0,0.0,4.0,5.0,14.0,0
1.0,0.0,0.0,1.0,23.0,14.0,0
8.0,0.0,0.0,8.0,41.0,14.0,0
19.0,0.0,1.0,20.0,5.0,15.0,0
17.0,0.0,0.0,17.0,5.0,14.0,0
21.0,2.6831454545,1.0,24.0,5.0,14.0,1
12.0,0.0,0.0,12.0,5.0,15.0,0
18.0,0.0,0.0,21.0,23.0,14.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
70.0,0.42442592594999995,1.0,81.0,5.0,15.0,0
15.0,0.0,0.0,16.0,5.0,14.0,0
11.0,0.0,0.0,12.0,5.0,15.0,0
4.0,0.0,0.0,4.0,41.0,14.0,0
9.0,0.0,0.0,9.0,5.0,14.0,0
6.0,0.0,0.0,6.0,5.0,14.0,0
19.0,0.0,0.0,19.0,50.0,15.0,0
23.0,0.0,0.0,23.0,23.0,14.0,0
4.0,0.0,0.0,4.0,14.0,14.0,0
7.0,0.0,0.0,7.0,32.0,14.0,0
17.0,0.0,0.0,17.0,5.0,15.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
12.0,0.0,0.0,12.0,32.0,14.0,0
48.0,0.0,0.0,49.0,5.0,14.0,0
11.0,0.0,0.0,11.0,41.0,14.0,0
26.0,0.0,0.0,26.0,32.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
61.0,0.0,0.0,62.0,32.0,14.0,0
17.0,0.0,0.0,17.0,14.0,14.0,0
59.0,0.32803125,1.0,65.0,5.0,14.0,1
57.0,0.0,0.0,62.0,5.0,14.0,0
6.0,0.0,0.0,6.0,5.0,14.0,0
27.0,0.0,0.0,31.0,5.0,15.0,0
22.0,0.0,0.0,23.0,5.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
38.0,0.0,1.0,40.0,41.0,14.0,0
3.0,0.0,0.0,3.0,5.0,14.0,0
2.0,0.0,0.0,2.0,5.0,14.0,0
28.0,0.0,0.0,28.0,23.0,14.0,0
3.0,0.0,0.0,3.0,50.0,15.0,0
26.0,0.0,0.0,26.0,5.0,14.0,0
14.0,0.0,0.0,14.0,50.0,15.0,0
3.0,0.0,0.0,3.0,5.0,14.0,0
9.0,0.0,0.0,9.0,32.0,14.0,0
74.0,0.055987951800000005,1.0,84.0,41.0,14.0,0
43.0,0.0,1.0,45.0,41.0,14.0,0
27.0,0.0,0.0,28.0,23.0,14.0,0
5.0,0.0,0.0,5.0,5.0,14.0,0
16.0,1.11595625,0.0,16.0,5.0,15.0,0
35.0,1.3722458335,2.0,39.0,5.0,15.0,1
58.0,0.0,1.0,60.0,5.0,14.0,0
57.0,0.0,0.0,57.0,5.0,14.0,0
38.0,0.0,0.0,38.0,41.0,14.0,0
5.0,0.0,0.0,5.0,5.0,15.0,0
70.0,0.24294214285,0.0,74.0,5.0,15.0,0
9.0,0.0,0.0,16.0,23.0,14.0,0
118.0,0.0,0.0,119.0,23.0,14.0,0
10.0,0.0,0.0,13.0,5.0,14.0,0
34.0,0.0,0.0,34.0,23.0,14.0,0
24.0,0.0,0.0,24.0,5.0,15.0,0
6.0,0.0,0.0,6.0,14.0,14.0,0
3.0,0.0,0.0,3.0,5.0,14.0,0
5.0,0.0,0.0,5.0,5.0,15.0,0
30.0,0.0,0.0,32.0,5.0,14.0,0
20.0,0.0,0.0,22.0,5.0,15.0,0
18.0,0.0,0.0,18.0,14.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
6.0,0.0,0.0,6.0,32.0,14.0,0
12.0,0.0,0.0,12.0,23.0,14.0,0
21.0,0.0,0.0,21.0,23.0,14.0,0
20.0,0.0,1.0,21.0,32.0,14.0,0
36.0,0.0,0.0,40.0,50.0,15.0,0
36.0,0.0,0.0,36.0,5.0,14.0,0
81.0,0.0,1.0,83.0,32.0,14.0,0
25.0,0.0,0.0,25.0,32.0,14.0,0
3.0,0.0,0.0,7.0,5.0,14.0,0
12.0,1.601357143,0.0,14.0,5.0,14.0,1
16.0,0.0,0.0,16.0,5.0,14.0,0
20.0,0.0,0.0,22.0,5.0,14.0,0
105.0,0.4036213084,0.0,112.0,5.0,14.0,0
45.0,0.39013055555,1.0,54.0,5.0,14.0,0
36.0,0.0,1.0,37.0,5.0,14.0,0
49.0,0.27566729560000003,2.0,57.0,5.0,15.0,0
1.0,0.0,0.0,1.0,14.0,14.0,0
38.0,0.0,0.0,38.0,50.0,15.0,0
56.0,0.7346465515,1.0,61.0,5.0,14.0,1
25.0,0.0,0.0,25.0,5.0,14.0,0
37.0,0.0,0.0,37.0,23.0,14.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
5.0,0.0,0.0,5.0,5.0,14.0,0
3.0,0.0,0.0,3.0,5.0,14.0,0
50.0,0.0,0.0,50.0,32.0,14.0,0
55.0,0.09157499999999999,3.0,65.0,5.0,14.0,0
8.0,0.0,0.0,8.0,5.0,14.0,0
51.0,0.0,0.0,51.0,32.0,14.0,0
27.0,0.0,0.0,27.0,32.0,14.0,0
14.0,1.225242857,0.0,15.0,5.0,14.0,1
5.0,0.0,0.0,5.0,5.0,14.0,0
31.0,0.0,0.0,31.0,41.0,14.0,0
7.0,0.0,0.0,7.0,5.0,14.0,0
19.0,1.6893999999999998,0.0,20.0,5.0,14.0,1
3.0,0.0,0.0,3.0,5.0,14.0,0
25.0,0.76978,0.0,25.0,5.0,14.0,1
10.0,0.0,0.0,10.0,5.0,14.0,0
25.0,0.25835666665,0.0,29.0,5.0,14.0,1
29.0,2.450957143,0.0,35.0,5.0,15.0,1
7.0,0.0,0.0,7.0,5.0,14.0,0
11.0,0.0,0.0,15.0,5.0,14.0,0
57.0,0.9557534485,1.0,59.0,32.0,14.0,1
19.0,0.0,0.0,19.0,5.0,14.0,0
27.0,0.4039265625,0.0,30.0,5.0,14.0,1
7.0,0.0,0.0,7.0,41.0,14.0,0
39.0,2.6025825,2.0,52.0,5.0,14.0,1
11.0,0.0,0.0,12.0,5.0,14.0,0
48.0,0.4563695652,0.0,48.0,5.0,15.0,0
9.0,0.0,3.0,14.0,5.0,14.0,0
24.0,0.0,0.0,24.0,32.0,14.0,0
4.0,0.0,0.0,4.0,5.0,15.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
48.0,0.0,0.0,51.0,5.0,14.0,0
18.0,0.21541578945,0.0,19.0,5.0,14.0,0
176.0,1.1010985795,0.0,178.0,32.0,14.0,1
19.0,0.0,0.0,19.0,50.0,15.0,0
8.0,0.0,0.0,8.0,23.0,14.0,0
68.0,0.8598057615,5.0,82.0,5.0,14.0,0
72.0,0.0,0.0,72.0,41.0,14.0,0
4.0,0.0,0.0,4.0,23.0,14.0,0
17.0,0.0,0.0,17.0,41.0,14.0,0
10.0,0.0,0.0,14.0,5.0,14.0,0
4.0,0.0,0.0,4.0,5.0,14.0,0
90.0,0.0,7.0,102.0,5.0,14.0,0
47.0,0.0,2.0,51.0,41.0,14.0,0
3.0,0.0,0.0,3.0,41.0,14.0,0
80.0,0.0,1.0,85.0,32.0,14.0,0
26.0,0.877275,0.0,27.0,5.0,14.0,1
36.0,0.0,0.0,37.0,5.0,14.0,0
146.0,0.29710128204999997,2.0,154.0,23.0,14.0,0
4.0,0.0,0.0,6.0,14.0,14.0,0
25.0,0.0,1.0,26.0,23.0,14.0,0
4.0,0.0,0.0,9.0,5.0,14.0,0
4.0,0.0,0.0,5.0,5.0,15.0,0
1.0,0.0,0.0,1.0,5.0,14.0,0
28.0,0.0,0.0,28.0,5.0,15.0,0
4.0,0.0,0.0,4.0,41.0,14.0,0
56.0,0.0,0.0,60.0,23.0,14.0,0
11.0,0.9402525,2.0,22.0,5.0,14.0,0
31.0,0.487275,0.0,35.0,5.0,14.0,1
36.0,0.0,0.0,36.0,41.0,14.0,0
33.0,1.151664706,1.0,34.0,5.0,14.0,1
12.0,0.49804615385,0.0,14.0,5.0,15.0,1
32.0,0.38183225805,0.0,33.0,14.0,14.0,0
36.0,0.4661765873,3.0,42.0,5.0,14.0,0
18.0,0.9724,0.0,19.0,5.0,15.0,1
18.0,0.0,0.0,18.0,5.0,14.0,0
22.0,1.6353652175,0.0,25.0,5.0,14.0,1
3.0,0.0,0.0,5.0,5.0,14.0,0
6.0,0.0,0.0,6.0,5.0,14.0,0
8.0,0.0,0.0,12.0,5.0,15.0,0
58.0,0.0,0.0,67.0,5.0,14.0,0
14.0,0.0,0.0,17.0,32.0,14.0,0
84.0,0.31407472525,4.0,93.0,5.0,14.0,0
17.0,0.0,0.0,19.0,32.0,14.0,0
39.0,0.0,0.0,43.0,5.0,14.0,0
5.0,0.0,0.0,5.0,5.0,14.0,0
35.0,0.40499999999999997,1.0,38.0,41.0,14.0,0
13.0,0.0,0.0,13.0,41.0,14.0,0
1.0,0.0,0.0,1.0,5.0,4.0,0
11.0,0.0,0.0,14.0,5.0,12.0,0
3.0,2.114653376,0.0,4.0,5.0,4.0,1
50.0,1.403402493,0.0,56.0,5.0,12.0,1
2.0,0.0,0.0,2.0,5.0,12.0,0
28.0,0.991385444,0.0,31.0,5.0,10.0,1
15.0,0.0,0.0,22.0,5.0,4.0,0
20.0,0.0,0.0,20.0,5.0,9.0,0
7.0,0.0,2.0,10.0,5.0,3.0,0
57.0,10.200397455,0.0,60.0,5.0,3.0,1
48.0,0.21740728115,0.0,50.0,5.0,5.0,0
4.0,0.0,0.0,4.0,5.0,10.0,0
31.0,0.0,0.0,35.0,5.0,2.0,0
180.0,0.0,1.0,198.0,5.0,6.0,0
36.0,0.0,0.0,37.0,5.0,4.0,0
17.0,0.0,0.0,19.0,5.0,12.0,0
5.0,0.0,0.0,5.0,5.0,12.0,0
7.0,0.0,0.0,10.0,5.0,8.0,0
91.0,0.0,0.0,95.0,5.0,6.0,0
4.0,1.833089144,0.0,5.0,5.0,4.0,1
34.0,0.25641791165,3.0,39.0,5.0,4.0,1
16.0,0.0,0.0,20.0,5.0,5.0,0
22.0,0.0,0.0,29.0,5.0,4.0,0
14.0,0.0,0.0,16.0,5.0,11.0,0
13.0,3.626141924,0.0,13.0,5.0,2.0,1
3.0,2.4023631009999997,0.0,4.0,5.0,4.0,1
34.0,0.0,0.0,34.0,5.0,8.0,0
31.0,0.0,0.0,33.0,5.0,9.0,0
10.0,1.635017234,0.0,13.0,5.0,10.0,1
6.0,0.0,0.0,6.0,5.0,5.0,0
25.0,0.16484136519999998,0.0,28.0,5.0,12.0,0
25.0,0.0,0.0,27.0,5.0,10.0,0
1.0,0.0,0.0,1.0,5.0,11.0,0
26.0,0.0,0.0,36.0,5.0,6.0,0
42.0,0.0,0.0,42.0,5.0,4.0,0
27.0,0.0,1.0,31.0,5.0,10.0,1
30.0,2.5516812609999997,0.0,31.0,5.0,4.0,1
12.0,0.0,0.0,17.0,5.0,4.0,0
13.0,0.0,0.0,18.0,5.0,4.0,0
24.0,5.312625845,0.0,24.0,5.0,2.0,1
4.0,0.0,0.0,5.0,5.0,10.0,0
16.0,2.728352434,0.0,16.0,5.0,6.0,1
77.0,0.0899334931,2.0,92.0,5.0,2.0,0
22.0,0.0,0.0,23.0,5.0,7.0,0
6.0,0.0,0.0,7.0,5.0,12.0,0
66.0,0.38831404485,0.0,73.0,5.0,4.0,0
2.0,0.0,0.0,2.0,5.0,6.0,0
38.0,0.0,0.0,38.0,5.0,12.0,0
47.0,0.0,0.0,47.0,5.0,10.0,0
1.0,0.0,0.0,1.0,5.0,5.0,0
16.0,0.0,0.0,16.0,5.0,10.0,0
33.0,0.0,0.0,35.0,5.0,5.0,0
14.0,3.021868892,0.0,15.0,5.0,2.0,1
70.0,0.0,0.0,77.0,5.0,4.0,0
69.0,0.985764771,3.0,78.0,5.0,3.0,1
16.0,0.0,0.0,19.0,5.0,3.0,0
40.0,0.42404231305,0.0,46.0,5.0,9.0,0
21.0,0.0,5.0,29.0,5.0,10.0,0
133.0,0.31868853115,0.0,138.0,5.0,10.0,1
30.0,0.0,0.0,31.0,5.0,6.0,1
12.0,0.0,0.0,18.0,5.0,2.0,0
11.0,0.384372528,0.0,11.0,5.0,4.0,1
66.0,0.3141452301,4.0,73.0,5.0,7.0,0
16.0,0.0,0.0,16.0,5.0,11.0,0
40.0,0.0,0.0,56.0,5.0,6.0,0
73.0,0.0,1.0,77.0,5.0,12.0,0
5.0,0.0,0.0,6.0,5.0,6.0,0
3.0,0.0,0.0,3.0,5.0,11.0,0
96.0,0.3087966007,0.0,106.0,5.0,4.0,0
6.0,4.316811636,0.0,6.0,5.0,4.0,1
28.0,0.0,0.0,29.0,5.0,6.0,0
80.0,0.2096490192,0.0,93.0,5.0,10.0,0
104.0,0.0,0.0,106.0,5.0,11.0,0
8.0,0.0,0.0,9.0,5.0,8.0,0
14.0,0.0,0.0,14.0,5.0,10.0,0
7.0,0.828239239,0.0,12.0,5.0,4.0,0
12.0,0.0,0.0,17.0,5.0,8.0,0
6.0,0.0,2.0,13.0,5.0,9.0,0
11.0,0.0,0.0,17.0,5.0,2.0,0
5.0,0.0,0.0,6.0,5.0,6.0,0
37.0,0.0,0.0,47.0,5.0,6.0,0
38.0,0.0,0.0,56.0,5.0,7.0,0
0.0,0.0,0.0,2.0,5.0,3.0,0
32.0,0.0,0.0,33.0,5.0,6.0,0
23.0,0.0,0.0,25.0,5.0,9.0,0
7.0,0.0,0.0,8.0,5.0,4.0,0
11.0,0.0,0.0,12.0,5.0,4.0,0
25.0,3.8728992750000004,0.0,27.0,5.0,2.0,0
8.0,0.0,1.0,14.0,5.0,9.0,0
22.0,0.0,0.0,22.0,5.0,12.0,0
26.0,0.0,0.0,32.0,5.0,13.0,0
20.0,0.0,0.0,25.0,5.0,4.0,0
34.0,0.0,0.0,34.0,5.0,10.0,0
26.0,1.3065174355,0.0,26.0,5.0,3.0,0
22.0,0.7004896075,0.0,22.0,5.0,4.0,1
29.0,0.0,0.0,33.0,5.0,4.0,0
3.0,0.0,0.0,3.0,5.0,13.0,0
35.0,0.0,2.0,37.0,5.0,10.0,0
11.0,0.0,0.0,11.0,5.0,4.0,0
48.0,0.0,0.0,58.0,5.0,2.0,1
99.0,0.0423668993,3.0,112.0,5.0,12.0,1
27.0,2.242819346,0.0,29.0,5.0,2.0,1
0.0,0.0,0.0,0.0,5.0,2.0,0
8.0,0.0,0.0,8.0,5.0,6.0,0
3.0,0.0,0.0,3.0,5.0,12.0,0
33.0,0.42123936775,0.0,33.0,5.0,4.0,1
83.0,0.0,1.0,101.0,5.0,5.0,1
15.0,0.0,0.0,15.0,5.0,10.0,0
81.0,0.0,0.0,84.0,5.0,7.0,1
84.0,0.0,0.0,85.0,5.0,4.0,0
64.0,0.0,1.0,69.0,5.0,12.0,0
16.0,0.0,0.0,16.0,5.0,8.0,0
8.0,0.0,0.0,9.0,5.0,7.0,0
3.0,0.0,0.0,3.0,5.0,9.0,0
41.0,1.1329706655,3.0,55.0,5.0,4.0,0
20.0,0.0,1.0,23.0,5.0,8.0,0
41.0,1.0277472665,0.0,45.0,5.0,6.0,1
25.0,1.9984857725,0.0,26.0,5.0,9.0,0
24.0,0.0,0.0,24.0,5.0,4.0,0
9.0,0.0,0.0,13.0,5.0,12.0,0
50.0,0.0990519194,0.0,60.0,5.0,4.0,0
10.0,0.0,0.0,10.0,5.0,3.0,0
8.0,0.0,0.0,9.0,5.0,6.0,0
3.0,0.0,0.0,3.0,5.0,8.0,0
6.0,1.0472722625,0.0,8.0,5.0,2.0,0
1.0,0.0,0.0,2.0,5.0,6.0,1
73.0,0.0,0.0,74.0,5.0,6.0,0
4.0,0.0,0.0,4.0,5.0,6.0,0
106.0,0.2242164243,0.0,108.0,5.0,8.0,0
45.0,0.21977357720000001,1.0,47.0,5.0,8.0,1
140.0,0.0,6.0,147.0,5.0,10.0,0
20.0,1.6479257745000002,0.0,21.0,5.0,10.0,1
41.0,0.0,0.0,42.0,5.0,12.0,0
21.0,0.0,0.0,21.0,5.0,6.0,0
8.0,0.0,0.0,8.0,5.0,6.0,0
4.0,0.0,0.0,4.0,5.0,9.0,0
9.0,0.0,0.0,9.0,5.0,12.0,0
13.0,0.0,0.0,15.0,5.0,7.0,1
5.0,0.0,0.0,6.0,5.0,4.0,1
1.0,0.0,0.0,1.0,5.0,12.0,0
63.0,0.0,0.0,63.0,5.0,8.0,0
145.0,0.1021381163,0.0,152.0,5.0,8.0,1
189.0,0.04350742385,6.0,219.0,5.0,12.0,0
7.0,0.0,0.0,10.0,5.0,13.0,0
35.0,0.0,1.0,38.0,5.0,4.0,0
120.0,0.22934551239999998,1.0,127.0,5.0,8.0,0
2.0,0.0,0.0,2.0,5.0,12.0,0
21.0,0.544880892,0.0,22.0,5.0,5.0,1
13.0,0.0,0.0,17.0,5.0,12.0,0
13.0,0.0,0.0,25.0,5.0,9.0,0
8.0,0.5499509220000001,0.0,8.0,5.0,7.0,0
10.0,0.0,3.0,15.0,5.0,12.0,0
7.0,1.0546961045,0.0,9.0,5.0,4.0,0
38.0,0.536058617,0.0,47.0,5.0,2.0,0
19.0,0.0,0.0,21.0,5.0,10.0,0
8.0,0.0,0.0,10.0,5.0,4.0,0
2.0,0.0,0.0,2.0,5.0,8.0,0
10.0,0.0,0.0,10.0,5.0,8.0,0
10.0,0.0,3.0,15.0,5.0,6.0,0
9.0,0.0,0.0,12.0,5.0,11.0,0
15.0,0.0,0.0,15.0,5.0,6.0,0
3.0,0.0,0.0,8.0,5.0,2.0,0
94.0,0.1542551821,4.0,102.0,5.0,10.0,0
3.0,0.0,0.0,3.0,5.0,10.0,0
24.0,1.3643934500000001,0.0,24.0,5.0,5.0,1
17.0,0.0,0.0,19.0,5.0,10.0,0
37.0,0.0,0.0,37.0,5.0,6.0,0
0.0,0.0,0.0,1.0,5.0,9.0,1
58.0,0.051169579050000004,0.0,58.0,5.0,10.0,1
20.0,0.0,0.0,20.0,5.0,10.0,0
13.0,0.24281885555,0.0,13.0,5.0,3.0,1
3.0,1.6448507385,0.0,3.0,5.0,4.0,1
9.0,0.0,0.0,12.0,5.0,10.0,0
24.0,0.0,0.0,24.0,5.0,10.0,0
41.0,0.0,0.0,47.0,5.0,9.0,0
17.0,0.0,0.0,25.0,5.0,13.0,0
11.0,0.0,0.0,15.0,5.0,5.0,0
46.0,0.0,0.0,48.0,5.0,8.0,0
8.0,0.0,0.0,14.0,5.0,12.0,0
25.0,0.0,0.0,30.0,5.0,5.0,0
15.0,3.4731197289999995,0.0,19.0,5.0,5.0,1
13.0,0.0,0.0,13.0,5.0,6.0,0
131.0,0.0,1.0,140.0,5.0,8.0,0
